rainfall_mm,temperature_c,soil_ph,soil_moisture_pct,fertilizer_kg_per_hectare,irrigation_level_pct,yield_tons_per_hectare
687.9,26.1,6.57,44.2,19.7,47.5,5.6
626.9,24.7,6.47,55.5,19.3,46.3,5.66
307.8,34.3,5.83,20.2,7.1,80.0,4.55
825.9,25.5,7.85,61.6,181.4,38.2,5.47
1310.5,29.5,5.31,27.9,312.3,60.6,4.76
869.3,28.8,7.07,40.4,247.2,44.2,5.56
794.4,35.3,6.42,63.7,152.9,81.0,5.46
880.5,32.9,8.02,49.9,150.1,22.3,5.81
797.2,21.5,6.77,50.1,86.6,87.0,5.64
596.7,22.1,6.21,27.3,140.0,32.4,5.88
1005.8,30.9,6.3,29.3,18.7,29.0,4.98
856.4,27.7,6.53,59.1,39.3,84.8,6.09
804.4,25.7,5.59,36.2,81.9,47.3,6.16
556.2,33.1,5.89,37.6,166.2,83.2,5.2
1125.9,28.9,5.07,59.5,86.4,25.4,5.25
966.2,28.3,5.76,29.3,146.1,19.3,5.89
661.8,31.9,6.58,49.0,51.4,35.6,5.3
1050.5,26.1,6.74,45.6,101.1,13.3,5.63
675.6,35.8,4.92,45.0,312.9,41.7,4.91
604.5,24.1,6.39,37.2,13.3,89.4,6.18
610.1,31.3,6.95,36.3,209.3,63.9,5.44
357.2,35.2,6.37,28.8,59.1,46.2,4.3
917.9,21.1,5.99,52.2,82.5,49.3,5.65
342.2,26.3,6.17,35.0,168.2,34.7,4.94
492.9,33.7,6.07,59.5,42.2,58.7,5.12
281.1,33.8,5.99,41.6,43.4,27.7,4.24
778.5,27.1,6.64,29.1,59.9,61.0,5.38
762.4,24.3,8.35,41.4,1.5,62.0,4.94
718.3,32.8,5.91,38.8,54.9,12.9,5.84
539.4,33.9,6.25,60.1,27.5,63.3,5.41
506.9,22.2,6.46,39.5,210.4,40.7,5.13
916.1,22.0,5.95,40.9,7.3,12.2,5.46
662.4,29.1,7.38,66.2,49.2,58.9,5.76
879.1,31.1,4.6,52.6,235.7,78.0,6.26
578.7,26.5,6.08,69.9,185.0,43.1,5.49
845.3,31.4,7.15,63.9,96.7,13.8,5.82
1125.8,24.4,6.26,31.7,71.2,18.5,5.38
946.5,17.4,5.84,59.8,26.4,22.2,5.0
696.9,25.9,6.85,67.9,36.6,31.9,5.43
864.3,28.3,7.23,68.0,7.6,86.4,5.31
739.8,26.6,6.67,59.8,123.4,61.1,6.0
802.0,22.2,5.86,59.5,31.3,54.1,5.15
718.6,18.9,6.86,40.5,88.2,33.4,5.52
758.9,25.4,6.18,32.4,35.4,54.1,5.53
853.0,32.5,7.1,39.7,49.9,74.5,4.92
551.7,34.3,7.69,20.0,64.8,71.0,5.05
546.0,33.9,4.42,65.1,129.5,50.4,5.14
452.9,23.9,6.59,40.8,19.0,35.7,4.6
399.9,22.2,5.11,64.4,40.7,55.0,4.8
495.7,30.5,8.45,26.5,11.1,47.1,4.26
839.9,31.2,6.13,61.2,6.3,32.2,5.37
576.8,30.0,7.1,37.6,74.2,52.5,5.79
928.4,17.9,6.47,25.7,16.8,62.4,5.13
808.7,23.7,5.86,69.4,4.9,66.6,5.43
307.9,27.9,5.76,61.6,181.9,38.3,5.38
963.7,30.4,7.77,48.2,61.1,26.7,5.13
1002.7,31.8,7.26,45.5,11.6,49.5,4.9
551.5,28.7,8.05,51.6,4.4,51.0,5.06
905.0,29.7,6.54,47.9,10.2,16.9,6.09
585.9,28.4,6.73,33.1,51.0,24.7,5.44
824.4,31.4,6.29,38.8,88.3,55.4,5.47
483.9,29.6,6.27,74.4,82.0,9.3,5.24
351.7,28.3,5.67,85.1,12.5,68.0,4.66
704.3,26.7,6.57,68.4,80.3,52.5,5.9
769.1,28.4,5.87,52.2,41.5,40.4,5.84
700.6,30.4,6.85,39.9,50.0,36.3,5.8
504.0,29.3,6.64,33.0,129.3,61.0,5.38
700.0,29.9,6.73,34.0,32.3,39.6,5.43
867.3,34.7,7.84,36.7,12.7,43.0,5.28
788.8,29.3,6.47,77.3,165.4,47.2,5.0
845.6,24.8,7.11,72.1,19.1,85.7,4.84
632.5,32.4,8.14,56.2,27.9,20.2,4.85
1092.9,21.2,7.55,30.6,98.1,41.7,5.14
506.0,22.6,7.42,58.4,92.0,43.9,5.55
921.9,29.7,6.25,41.4,128.9,60.9,5.63
1095.5,30.6,6.68,12.7,16.3,78.2,5.29
920.2,21.8,5.45,49.3,34.7,44.1,5.53
749.4,26.1,6.9,32.4,10.8,20.2,5.19
667.9,25.0,6.72,32.9,62.3,55.7,6.04
1059.0,25.6,6.52,41.2,27.7,32.2,5.38
444.3,32.7,7.32,37.5,93.4,50.9,4.58
557.5,31.5,5.53,44.5,0.0,27.8,5.2
700.6,27.9,7.81,43.8,4.9,25.2,5.52
1109.4,25.3,7.22,16.9,45.3,24.8,4.61
894.9,21.3,6.44,67.8,254.0,68.2,5.94
558.0,35.1,6.38,30.2,177.2,19.2,5.31
722.4,31.0,6.88,30.7,350.0,57.4,5.31
646.4,24.5,7.72,40.1,43.1,57.9,5.83
622.6,31.6,6.58,43.4,3.8,68.6,5.09
1044.7,27.6,6.62,66.9,29.2,39.5,5.04
457.1,26.6,6.51,49.0,90.1,51.3,5.23
1202.2,30.2,7.93,53.5,11.6,48.6,4.82
1007.1,24.3,6.2,49.1,28.5,22.3,5.69
1072.7,26.3,6.48,48.5,4.6,12.3,5.62
684.3,28.6,7.67,49.6,51.5,44.6,5.25
762.5,25.5,6.62,16.0,18.7,78.8,5.62
441.7,31.3,7.41,41.3,7.7,38.0,4.94
668.8,37.3,5.77,62.4,42.4,72.8,5.18
923.4,24.2,6.34,90.0,34.6,65.4,5.09
1124.0,19.7,7.69,26.9,61.7,28.6,5.01
523.2,18.0,5.96,51.3,110.6,90.7,5.54
708.6,27.2,6.38,36.4,9.6,82.2,5.41
762.2,24.7,6.71,75.7,125.3,18.9,5.83
451.1,29.0,5.71,24.7,2.1,64.7,4.89
947.8,28.7,6.17,54.4,46.8,63.3,5.21
619.0,20.0,6.59,23.9,70.8,18.1,5.53
751.2,18.9,6.54,40.2,251.7,53.6,5.88
687.0,29.5,7.52,44.5,68.3,82.8,5.11
602.7,28.7,7.73,61.0,13.8,71.1,5.22
798.2,25.9,5.82,28.8,58.3,81.9,5.78
746.1,19.7,6.59,55.0,40.3,30.8,5.31
707.0,30.4,7.04,45.3,52.2,91.3,5.79
617.9,34.4,7.71,49.1,17.6,83.4,5.03
879.9,29.4,7.07,59.4,55.6,7.6,5.8
1213.4,23.8,6.73,25.8,13.0,44.8,4.79
835.0,28.2,7.03,57.2,109.0,95.3,6.51
1049.0,21.2,7.04,36.5,72.1,23.9,4.9
452.4,33.3,5.76,61.4,6.5,37.7,4.76
839.4,28.4,6.65,50.0,176.3,12.1,5.8
525.7,19.2,7.67,41.9,76.6,59.2,5.38
430.8,26.5,6.33,36.1,30.4,11.0,5.3
615.2,30.3,6.6,57.3,3.7,7.3,4.73
1098.0,26.3,6.31,63.9,80.0,8.9,5.44
1037.5,26.6,4.65,37.0,37.4,25.6,5.18
860.8,21.9,6.52,28.0,190.5,41.9,5.54
416.8,30.8,6.74,55.4,2.8,50.4,5.12
750.9,24.8,6.09,23.3,3.2,28.7,5.37
875.4,17.2,5.58,25.4,238.5,74.4,5.41
843.9,26.1,5.8,29.1,267.9,68.7,6.07
339.1,32.9,7.11,38.8,2.3,13.0,4.48
577.4,26.1,8.08,25.0,100.7,63.5,5.48
784.0,36.7,7.61,15.9,20.0,56.1,4.68
934.1,30.1,5.42,28.0,96.7,22.7,5.18
251.0,29.7,7.18,54.6,162.4,55.8,4.24
759.5,27.4,5.97,25.9,8.5,50.3,5.68
835.8,27.7,6.03,39.9,21.8,77.5,5.94
1012.4,26.7,6.13,74.2,1.9,42.0,5.13
973.2,26.5,7.06,44.3,3.6,76.2,6.17
945.6,30.7,7.27,50.1,2.4,53.2,5.23
600.0,23.3,6.42,30.8,129.0,51.3,5.64
323.0,22.6,6.44,77.5,28.3,94.5,4.51
701.7,22.4,6.87,36.9,54.4,18.6,5.52
1050.4,38.2,6.95,41.6,124.0,20.2,4.79
1148.4,30.7,7.44,64.8,54.6,54.1,5.17
977.6,29.5,5.47,42.3,44.9,9.8,5.24
907.3,22.7,6.52,45.7,0.9,34.3,5.61
894.9,31.1,5.65,40.8,67.2,77.3,5.14
661.0,27.4,6.46,40.9,10.7,62.2,5.32
767.5,29.1,6.32,50.6,115.7,82.0,5.82
1217.3,23.1,6.46,53.3,23.8,36.4,4.74
564.4,28.8,5.86,35.4,89.7,29.2,4.86
1203.7,25.9,5.31,33.5,83.1,65.1,5.25
719.5,24.2,4.82,35.9,76.7,57.8,5.12
1131.4,31.7,6.4,24.0,24.8,57.5,4.7
448.3,20.3,6.16,21.1,24.9,41.5,4.82
946.5,30.8,5.96,49.5,159.1,17.6,6.21
615.8,31.4,7.56,59.1,1.0,56.9,5.14
446.2,23.6,5.81,58.1,16.0,65.3,5.19
854.6,23.9,7.63,9.3,75.4,78.5,5.04
1052.4,26.9,7.8,41.3,135.9,59.9,5.26
588.8,29.4,4.94,28.5,35.5,17.0,4.85
425.2,27.2,6.57,47.2,84.8,36.2,4.98
777.0,30.2,6.18,38.7,65.2,49.4,5.95
778.1,36.8,4.17,53.9,5.3,67.7,4.49
937.1,25.5,5.34,44.7,77.8,54.1,5.82
1037.4,19.4,7.12,16.6,134.5,19.1,4.99
785.1,32.1,8.12,30.5,350.0,72.1,5.55
1263.9,36.4,7.22,45.1,2.4,33.1,3.26
856.1,30.0,6.76,46.4,86.3,64.9,5.74
713.4,22.6,6.48,23.9,42.8,66.1,5.59
397.1,27.4,7.85,22.0,0.8,60.9,4.5
734.3,22.4,8.22,45.8,76.2,37.7,6.1
715.9,31.2,6.03,23.9,10.4,63.6,5.3
1040.1,21.2,4.9,20.0,38.1,21.9,4.14
915.6,26.5,4.82,38.3,24.2,78.7,5.07
505.2,23.0,7.56,37.7,35.8,73.0,5.24
843.1,28.6,6.46,31.8,54.3,90.6,5.74
967.9,26.2,6.65,34.4,35.6,45.9,5.27
1182.0,28.9,5.07,45.2,64.4,51.5,4.61
1021.9,28.1,5.9,34.2,21.8,54.5,5.74
990.2,23.1,6.26,46.1,80.7,85.4,6.05
815.0,31.1,6.67,39.3,153.8,48.8,6.1
897.1,27.8,6.18,47.5,20.3,59.3,5.4
1112.4,23.1,5.67,58.2,56.7,29.2,5.4
466.8,39.2,5.87,57.6,83.7,69.6,3.78
712.6,30.4,7.47,64.3,66.5,60.4,5.44
606.9,27.2,6.7,57.6,36.4,67.5,5.39
894.8,35.1,6.99,48.6,82.2,49.0,5.29
1107.6,37.2,5.78,38.5,2.3,79.7,4.6
650.8,27.3,4.14,39.2,37.0,78.3,5.18
202.4,29.7,6.08,31.8,60.8,13.3,3.56
696.9,23.1,5.81,45.1,1.7,68.0,5.29
1028.4,27.3,6.78,55.5,56.7,48.6,5.65
934.4,27.0,9.13,34.1,85.0,37.3,5.24
907.0,28.9,7.06,44.4,113.9,82.8,6.32
730.0,29.7,8.69,34.8,9.6,73.0,5.25
480.2,30.8,6.96,48.1,350.0,63.4,5.91
928.8,29.2,6.0,36.8,74.5,56.2,5.2
591.4,21.9,6.78,33.9,36.1,20.1,5.5
1346.0,23.3,7.92,34.8,22.9,51.6,4.34
942.6,25.3,7.96,52.5,68.1,78.7,5.77
654.8,26.6,6.04,43.5,170.8,33.1,5.42
647.2,33.3,6.7,38.6,58.8,62.7,5.5
776.8,22.2,5.36,48.9,86.7,70.9,5.66
740.1,26.2,7.16,38.8,35.4,69.7,5.85
1079.2,32.8,7.74,61.9,39.3,30.0,4.89
846.6,26.5,6.53,30.4,27.0,87.7,5.52
617.1,30.3,5.97,42.2,97.8,64.1,6.29
1272.6,27.3,6.79,23.9,35.6,13.0,4.21
812.3,29.3,6.83,39.8,16.9,48.3,5.61
992.2,26.9,6.56,19.8,36.9,80.4,5.62
647.9,31.3,6.64,56.2,153.8,42.1,5.56
890.8,20.3,6.36,56.5,107.2,21.1,6.0
877.8,26.2,7.3,56.8,32.6,68.3,5.91
327.6,29.5,7.09,45.4,189.8,32.3,4.3
1303.8,30.7,5.71,31.8,6.2,79.8,4.48
1122.7,35.5,5.69,33.0,4.1,85.5,5.2
700.7,26.0,6.3,68.0,10.9,81.6,5.36
524.4,35.4,7.09,66.5,9.9,3.6,4.2
886.9,24.7,6.62,46.8,7.4,2.1,5.31
821.7,34.6,5.99,37.3,86.6,77.9,5.49
888.9,32.1,6.71,65.5,73.5,73.6,5.61
847.9,23.4,6.24,34.6,83.4,88.6,6.19
926.6,29.5,7.2,48.4,93.3,4.7,5.32
1161.8,27.7,6.77,65.3,113.1,25.5,5.31
942.0,31.1,6.25,32.5,18.6,56.5,5.58
537.6,26.9,6.69,57.4,77.9,29.2,5.45
1140.6,26.5,7.55,52.8,69.4,72.1,5.06
1210.2,34.8,6.04,44.4,230.1,11.8,4.37
1588.0,27.5,6.82,30.1,21.2,37.1,2.25
519.1,32.1,6.44,34.1,4.8,81.0,4.62
860.7,26.9,6.84,49.3,84.8,25.3,5.24
279.5,36.3,5.98,23.6,107.8,63.0,4.5
938.3,24.6,6.59,47.0,26.6,50.9,5.53
662.9,24.9,7.39,53.1,67.7,51.4,6.27
1280.9,35.6,5.75,59.8,4.9,43.5,4.11
606.3,25.8,5.44,24.0,257.6,37.2,5.14
377.7,36.0,5.47,64.7,9.3,31.2,4.07
682.2,32.5,5.56,70.4,5.6,7.3,5.21
306.1,27.2,6.98,51.2,3.6,9.8,4.41
987.8,18.9,5.38,29.4,44.6,30.0,5.06
283.7,27.9,6.26,40.1,8.2,90.6,4.72
807.1,28.5,6.99,44.3,109.2,75.1,5.57
280.5,33.8,6.83,49.1,183.3,10.6,4.37
719.9,35.9,6.19,45.3,24.1,5.5,5.24
1210.8,24.6,6.65,49.2,79.3,26.2,4.88
890.2,32.0,6.59,43.6,3.5,34.0,5.43
584.1,31.8,6.32,49.0,39.1,47.2,5.27
792.2,33.4,6.33,38.1,27.7,70.8,5.48
804.5,30.5,8.29,39.9,20.8,58.1,5.41
918.2,18.3,7.15,36.4,82.8,42.6,5.41
458.3,27.2,8.48,73.8,11.2,51.2,5.08
948.1,22.2,6.1,67.0,157.7,50.3,5.83
123.9,27.0,6.43,53.3,87.5,59.7,3.96
642.5,32.9,5.43,64.9,99.2,11.2,5.6
677.9,29.5,5.85,57.0,219.1,44.1,5.96
958.3,33.7,8.02,47.7,228.3,13.7,5.01
805.7,29.7,6.08,22.4,64.2,77.2,5.85
448.6,21.5,8.04,41.1,54.7,25.1,4.97
553.8,15.4,5.51,40.0,32.7,42.5,4.72
849.7,28.7,5.66,28.0,100.6,67.3,6.05
780.2,26.9,6.23,22.7,61.8,38.2,5.28
655.2,23.1,6.45,52.4,216.1,16.1,5.62
679.8,19.5,7.24,49.9,21.8,14.4,5.19
974.0,24.3,6.86,27.5,29.7,23.5,4.98
670.6,27.0,6.17,33.8,30.4,64.7,5.57
778.0,31.3,6.39,62.4,131.2,82.6,5.62
1342.5,28.9,6.24,31.8,8.3,32.5,4.15
444.1,36.0,5.77,47.6,48.7,48.6,5.16
337.0,22.8,5.79,42.2,44.6,85.3,4.79
995.9,32.4,7.32,52.6,6.1,44.2,5.26
630.3,28.2,5.04,32.2,42.3,82.7,5.43
720.4,31.5,7.79,46.4,57.6,29.7,5.29
604.7,25.8,6.23,47.5,5.4,19.0,5.52
735.0,33.4,5.88,48.5,57.0,52.8,5.17
1199.6,29.5,7.09,46.2,256.0,14.5,5.38
1000.5,24.6,7.69,50.2,308.7,35.4,5.46
1015.6,27.9,7.39,77.9,60.7,53.0,5.75
445.9,26.8,6.9,83.4,57.9,67.0,4.92
512.2,30.4,7.37,35.4,26.9,23.3,4.75
100.0,22.1,5.13,10.2,350.0,29.2,3.34
597.7,27.9,6.08,53.9,25.6,46.8,4.95
1039.2,30.0,5.77,47.8,48.3,28.4,4.96
929.2,28.2,7.48,60.9,0.2,71.5,5.55
744.6,34.7,6.19,49.3,34.4,18.7,5.55
794.4,31.9,7.18,45.9,5.9,75.9,5.25
627.8,28.0,6.93,61.9,109.0,42.2,6.03
851.2,29.1,5.81,64.0,65.9,71.7,5.58
991.5,29.5,6.03,24.2,67.9,76.9,5.55
396.0,30.0,7.54,32.8,27.0,85.7,4.86
874.9,18.9,5.88,43.4,134.9,88.4,6.28
1033.1,26.5,6.6,46.5,0.3,71.2,5.62
696.2,20.6,5.87,41.6,32.5,31.5,5.4
975.2,34.4,6.25,51.5,86.2,27.0,6.0
1503.7,27.7,6.46,59.9,190.8,63.8,3.73
773.9,27.0,5.87,70.8,21.4,56.7,5.54
898.3,32.5,5.73,53.7,62.3,66.6,5.62
615.5,30.1,6.73,32.2,61.8,73.1,5.41
845.3,22.4,5.82,42.8,165.8,63.7,6.33
915.1,27.6,5.85,43.9,4.1,57.0,5.44
848.7,26.3,5.75,52.7,44.2,48.4,5.86
545.1,19.3,6.44,50.8,16.1,39.5,4.35
851.6,24.5,7.25,75.8,1.7,65.3,5.47
1165.5,27.1,7.71,38.1,12.7,27.9,4.69
912.2,27.4,5.92,50.8,300.0,66.0,5.99
1040.5,20.6,8.22,80.3,19.4,5.7,4.43
740.7,33.8,5.7,36.2,218.7,29.2,5.47
987.5,27.5,7.37,47.2,18.4,29.4,5.39
869.8,28.2,5.92,30.8,214.2,84.8,5.84
562.3,30.0,5.8,46.2,85.0,39.3,5.59
879.6,24.1,5.9,33.3,9.6,36.9,5.47
552.1,30.3,6.46,60.7,69.8,54.7,5.6
641.8,26.2,6.96,47.2,30.7,10.9,5.72
847.3,23.5,7.04,31.0,38.7,56.4,5.94
874.3,30.9,5.74,57.6,46.4,43.3,5.39
502.7,35.5,5.71,47.7,44.0,87.0,4.84
1063.5,31.6,5.77,59.3,87.3,83.2,5.88
943.0,32.6,6.41,27.8,117.0,45.6,5.19
623.8,25.4,6.33,50.5,31.9,56.4,5.44
415.6,20.0,5.74,56.6,206.5,81.0,5.22
763.8,35.5,6.72,38.6,223.1,72.8,5.34
688.5,38.3,8.31,26.1,3.3,17.1,4.39
828.3,35.7,6.1,44.4,1.2,86.7,5.55
709.2,26.3,6.15,63.4,44.3,65.1,5.11
298.1,22.2,6.95,61.9,71.5,63.4,4.49
702.9,22.7,6.05,38.6,26.0,80.4,5.69
723.6,19.6,7.04,25.8,24.0,62.9,5.89
958.4,27.5,5.93,38.5,90.7,41.4,5.19
625.5,36.0,7.97,38.0,73.6,26.9,5.19
1219.7,27.3,6.78,51.7,14.6,26.9,4.68
322.1,29.5,6.0,43.4,172.7,8.5,4.75
1127.8,34.9,6.03,33.7,91.1,18.7,5.19
743.9,26.0,6.09,61.6,36.0,52.1,5.61
1014.9,38.2,7.6,47.1,92.1,40.9,4.82
820.0,38.0,5.48,51.5,9.6,38.1,4.85
1084.9,27.3,5.97,19.1,50.5,72.7,5.3
703.2,25.1,6.05,8.6,14.8,90.9,5.05
525.3,31.5,6.49,23.4,3.4,55.8,5.0
1155.1,26.3,6.28,37.8,33.0,91.0,5.34
771.6,22.2,5.31,53.6,13.1,74.0,5.06
855.4,34.4,6.18,9.9,80.3,39.1,5.39
1108.7,34.1,6.42,68.9,89.7,44.7,5.28
542.0,28.8,6.0,47.6,12.9,84.6,5.41
948.9,21.7,7.05,65.4,2.0,49.4,4.95
652.5,21.9,7.24,31.7,125.9,80.8,5.57
767.0,28.5,6.44,52.6,0.2,5.9,4.66
818.1,25.5,6.68,46.3,33.7,15.7,5.48
424.9,26.3,4.77,57.3,54.6,1.4,4.47
605.3,33.1,6.16,41.5,136.6,80.7,5.54
1137.8,31.7,7.3,52.1,145.9,89.8,5.61
1021.5,34.9,6.16,61.5,103.3,64.6,5.12
784.3,23.0,5.91,35.2,22.7,23.9,5.61
860.8,26.3,8.32,48.6,101.9,34.1,5.52
726.4,31.8,7.96,16.7,22.6,61.5,4.85
1139.1,30.2,6.87,55.5,19.3,8.4,5.29
749.9,35.7,7.41,74.3,63.4,56.6,5.42
858.0,30.1,4.72,26.3,90.9,78.2,5.14
1086.5,37.2,5.87,43.6,4.4,69.9,4.76
605.7,30.7,6.12,58.2,5.0,48.7,5.19
1189.7,33.3,6.31,45.5,122.7,75.5,5.17
417.4,26.4,6.11,47.5,157.0,19.6,4.77
1207.4,28.1,4.46,39.1,74.2,58.5,4.61
706.8,32.6,6.81,38.6,44.8,51.1,5.54
739.3,36.1,6.93,43.7,149.3,57.2,5.11
327.5,31.6,7.78,45.6,104.4,41.4,4.62
686.3,27.6,5.87,27.3,69.3,66.0,5.54
540.0,34.9,5.8,44.0,30.8,75.7,5.03
648.1,17.0,4.36,68.5,17.7,72.0,5.24
765.7,20.9,6.27,38.7,43.4,77.3,6.52
1039.4,31.4,7.22,26.4,27.0,22.5,5.05
851.9,28.1,6.01,42.7,33.2,76.6,5.64
876.9,31.0,8.21,34.3,58.0,79.4,6.0
526.1,28.3,6.29,24.9,14.8,23.5,5.38
579.8,30.9,6.62,47.1,131.3,46.7,6.08
1249.7,23.9,5.41,34.3,12.6,72.5,4.7
616.2,30.9,6.73,35.6,52.5,77.5,5.75
1214.1,33.0,4.92,47.3,109.6,28.2,4.62
739.2,34.1,7.05,22.0,53.1,18.4,5.17
800.6,38.1,7.08,18.9,35.8,52.5,4.86
1067.6,29.2,7.59,55.1,51.5,39.4,5.36
1118.0,29.4,5.68,16.0,151.1,82.3,5.27
772.3,20.4,6.63,30.3,350.0,56.9,6.31
702.9,25.3,6.95,18.0,79.8,26.0,5.68
786.0,27.0,6.85,37.7,126.2,62.5,5.95
884.5,33.3,5.81,51.4,1.2,33.5,5.21
1022.8,24.9,4.59,46.7,169.9,75.3,5.41
801.1,32.0,6.78,80.9,246.4,83.3,5.41
954.7,28.0,6.38,61.3,68.5,40.1,5.9
1209.6,27.1,6.05,31.0,112.1,61.4,5.37
895.3,29.2,7.11,27.0,57.5,5.9,5.07
877.9,26.0,6.46,85.6,27.0,77.7,5.17
420.3,25.9,5.44,60.9,153.0,33.4,5.35
142.3,19.5,4.95,53.8,72.7,59.4,3.49
897.1,26.8,5.6,46.1,69.3,41.1,5.36
776.3,25.6,8.41,49.1,86.1,29.0,5.02
671.3,25.4,7.08,22.8,155.0,53.6,5.58
860.9,30.1,6.65,47.4,105.3,13.2,5.68
784.9,31.3,6.35,46.1,19.0,33.4,5.34
1081.9,29.2,6.3,31.4,50.3,49.4,4.86
821.5,33.0,7.43,36.9,314.2,37.6,5.46
613.3,30.9,6.11,67.7,64.7,49.5,5.59
1047.5,26.5,6.96,43.1,222.8,85.3,6.27
745.7,25.7,6.22,76.1,134.3,22.9,5.71
931.6,29.6,8.05,18.9,87.7,29.3,5.57
680.6,30.9,7.09,37.2,34.4,24.8,5.58
637.5,35.0,7.5,21.8,29.0,84.6,4.87
821.0,34.0,6.03,26.9,82.5,43.2,5.66
803.2,25.3,7.35,32.6,45.3,14.0,5.85
920.0,27.5,6.25,49.7,128.3,49.7,5.67
732.8,31.4,6.59,49.0,114.3,43.5,5.69
340.9,33.3,7.81,34.8,29.9,12.3,4.0
691.8,32.7,5.67,11.6,97.0,80.8,4.97
998.5,27.7,6.66,67.2,54.6,28.4,5.74
725.7,21.7,6.85,40.7,31.2,82.7,6.17
738.4,23.0,6.92,28.3,42.6,18.4,5.48
1046.6,29.4,6.14,49.1,180.6,70.0,5.51
622.0,29.7,8.17,48.1,35.6,41.1,5.55
414.3,22.5,5.46,40.2,27.1,63.9,5.27
759.8,28.2,7.67,47.2,34.7,63.7,5.33
679.0,31.2,7.47,27.7,19.3,80.0,5.39
558.4,22.2,8.02,56.4,62.9,52.5,5.91
756.2,33.5,5.23,30.0,12.8,69.8,5.72
922.9,26.1,5.8,35.9,136.1,15.3,5.4
797.7,34.3,7.69,54.7,20.5,55.6,4.79
876.7,25.3,5.0,63.1,72.9,57.2,5.71
1253.4,22.9,5.21,68.8,10.7,70.8,4.75
714.3,25.7,6.11,60.8,307.0,38.6,6.14
869.6,27.5,6.65,40.1,48.5,94.0,5.97
672.7,26.1,7.77,21.9,138.2,69.2,5.73
588.4,26.9,6.35,66.1,117.1,61.5,5.54
653.8,29.7,6.01,65.6,100.1,48.6,5.43
680.3,27.1,6.75,34.9,140.5,64.4,6.08
889.9,27.7,6.88,58.8,8.5,36.5,5.25
1387.3,19.5,6.85,40.0,90.8,80.4,3.74
621.0,30.0,6.36,67.5,24.7,34.8,5.36
695.8,27.6,4.94,37.3,123.3,19.3,5.61
784.2,36.1,5.77,74.7,251.5,53.4,5.96
898.9,23.3,7.64,56.8,185.4,84.9,5.93
865.9,19.0,6.65,72.0,9.8,91.2,5.07
1121.0,31.1,6.24,38.0,36.9,74.0,5.5
193.4,29.7,7.39,51.1,36.2,20.8,3.79
203.3,23.0,5.6,30.5,10.4,90.4,3.92
676.0,20.4,6.32,57.7,8.3,56.8,5.09
1074.3,35.7,6.61,58.5,38.9,37.1,5.02
408.6,35.1,6.15,81.0,350.0,89.1,4.92
100.0,15.6,6.58,52.2,67.3,40.8,3.23
942.8,25.7,6.35,55.9,77.8,39.5,5.97
860.9,36.3,5.38,37.9,50.9,12.9,5.31
527.4,25.6,6.65,53.1,86.9,6.5,5.47
553.6,25.5,5.44,39.3,251.1,61.0,5.82
557.6,26.6,6.63,46.7,71.1,41.5,5.61
827.6,22.4,7.6,47.6,5.4,41.1,5.93
643.4,19.5,6.28,39.7,54.3,19.0,5.14
923.5,33.3,5.56,45.9,350.0,39.4,5.27
100.0,18.8,6.4,39.4,39.2,59.5,3.0
585.8,29.2,5.83,39.3,72.1,23.6,5.55
518.5,32.4,6.98,61.1,9.0,90.5,5.06
735.9,20.7,6.38,47.6,12.2,59.7,5.21
665.5,23.4,7.87,50.2,166.2,28.7,5.6
999.5,34.1,7.43,23.1,28.6,25.4,5.55
335.2,30.7,6.38,51.4,29.2,86.2,4.81
811.4,24.9,7.07,53.0,39.2,97.0,6.27
939.6,34.0,6.19,39.0,271.6,43.1,5.16
1264.2,34.0,6.53,76.3,7.1,40.0,4.22
679.6,29.3,6.21,10.7,136.6,61.5,5.69
881.1,23.5,7.11,56.8,33.4,88.1,5.94
349.0,25.9,7.65,55.7,151.5,64.6,4.88
202.0,29.4,7.14,53.1,350.0,42.7,4.59
1011.2,27.1,7.24,47.6,34.3,77.1,5.66
798.6,32.7,7.24,53.3,11.1,25.8,5.28
1094.6,20.4,6.94,58.0,12.5,26.4,4.91
456.6,20.5,5.59,34.1,113.8,18.6,4.63
930.0,28.9,7.86,49.5,12.5,37.1,4.72
1267.2,25.5,7.94,42.3,24.1,27.4,4.24
904.9,24.9,6.31,28.6,18.3,95.8,5.59
869.1,19.2,6.2,55.8,35.2,16.1,5.22
802.1,28.1,6.99,36.5,6.2,20.8,5.51
407.3,27.7,6.94,22.5,155.4,27.8,5.25
1138.9,31.3,6.34,36.9,157.4,85.3,4.97
647.3,28.3,5.5,33.0,42.6,18.4,5.52
926.1,27.3,6.74,60.4,75.8,58.3,5.71
409.2,33.9,6.94,47.3,82.2,23.7,4.22
505.1,21.4,7.08,65.7,110.7,27.2,5.58
1158.8,30.7,6.78,35.0,58.8,67.4,4.79
713.2,19.6,6.28,58.1,57.1,43.3,6.35
1163.3,23.8,7.3,87.6,79.8,83.9,5.38
780.4,21.9,6.55,50.3,97.1,25.9,5.71
339.5,31.9,6.13,57.9,34.1,83.3,4.63
1023.0,27.7,6.36,55.4,32.1,16.9,4.91
652.5,27.9,5.1,23.7,25.1,24.9,5.71
974.7,22.5,6.35,53.8,63.7,37.1,5.32
806.3,26.5,7.05,49.6,35.7,47.9,5.67
414.2,24.2,6.77,41.1,62.2,31.3,4.84
841.1,29.9,7.72,31.7,41.7,65.1,5.63
